Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ch(t) Open Price,SMA Open Price,Ch(t) High Price,SMA High Price,Ch(t) Low Price,SMA Low Price,Ch(t)- Close Price,SMA Close Price,Label
0.007028369,0.007165131,0.006960227,0.006945429,0.007066401,0.000670594,0.002410183,0.000148431,0.001179861,0.005775504,0.002331704,-0.001073171,0,0.008397743,0,0.008484869,0,0.008357365,0,0.008266233,0
0.006595745,0.007087172,0.006605114,0.006853296,0.006987498,0.000702666,0.001054455,0.000153794,0.001974862,0.009225435,0.005265137,0.003609756,-0.003527853,0.008139286,-0.00030192,0.00843871,-0.003751501,0.008144167,-0.000361588,0.008211406,0
0.007375887,0.007512403,0.006960227,0.007087172,0.007125233,0.001185689,0.002485501,0.000264629,0.003251921,0.00900341,0.0060173,-0.003902439,0.006778976,0.008363847,0.001664954,0.008591174,0.003953194,0.008215233,0.000930216,0.008285915,0
0.007092199,0.007441531,0.007102273,0.007406095,0.007372448,0.000733766,0.002937411,0.000169448,0.00212094,0.00948826,0.003760812,0.004390244,-0.002204352,0.008391388,-0.000261785,0.008646425,0.0015006,0.008293405,0.001226617,0.008418062,0
0.007241135,0.007512403,0.00725142,0.007370659,0.007474944,0.000183879,0.000602546,4.31E-05,0.000490485,0.008755766,0.002933434,0.001853659,0.001203576,0.008443503,0.000264278,0.008696361,0.001544118,0.008376126,-0.000130422,0.008488915,0
0.006985816,0.007654146,0.006995739,0.007654146,0.007367248,0.000286703,0.001355728,6.62E-05,0.00073039,0.008362953,0.007145543,0.009268293,-0.002020836,0.008427402,0.00052357,0.008757626,-0.002592614,0.008380106,0.00104839,0.008592384,0
0.007134752,0.007654146,0.007137784,0.007377746,0.007364689,0.001239142,0.004368457,0.000285853,0.003174387,0.008409445,0.005641219,0.003414634,0.001221905,0.008441324,0,0.008801388,0.001492983,0.008407314,-0.000984322,0.008619295,0
0.007234043,0.007654146,0.007244318,0.00751949,0.007484679,0.000719188,0.003088047,0.00016861,0.001924297,0.008783282,0.004512975,0.004,0.000797599,0.008466595,0,0.008834208,0.001097454,0.00844371,0.000523692,0.008660566,0
0.007269504,0.00827073,0.00727983,0.008128987,0.008050146,0.001668711,0.005724185,0.000420777,0.004373912,0.008603954,0.010680707,0.011902439,0.000280947,0.008490957,0.002235355,0.008940864,0.000360438,0.008476756,0.002209426,0.008773266,0
0.008191489,0.008936924,0.008203125,0.008936924,0.008818032,0.002786174,0.005724185,0.000769568,0.006943762,0.008180778,0.007972922,0.010341463,0.007268986,0.00862061,0.002235156,0.009105078,0.009325681,0.008614055,0.00270918,0.008959584,0
0.009836879,0.009829908,0.008352273,0.009829908,0.009657086,0.002720281,0.00421782,0.000822862,0.007610102,0.009182738,0.015870628,0,0.011512254,0.008905413,0.002772722,0.009335568,0.001336898,0.008742672,0.002723653,0.009208645,0
0.010815603,0.010807938,0.01068892,0.010807938,0.010814193,0.009346921,0.006176094,0.003166138,0.021398742,0.007514702,0.001504325,0,0.005702391,0.009240201,0.002760918,0.009624157,0.020570728,0.00908366,0.002712058,0.009513197,0
0.011843972,0.011835578,0.009943182,0.010970943,0.011121771,0.011974096,0.028093696,0.00417142,0.030120722,0.008257633,0.020308387,-0.011902439,0.005449448,0.009618001,0.002638451,0.009961957,-0.005129959,0.009303308,0.000411107,0.009785818,0
0.011631206,0.012062367,0.011150568,0.012062367,0.011880403,0.011994894,0.018076373,0.004463698,0.02893749,0.007918902,0.009928545,0.00604878,-0.001029578,0.00992367,0.000531722,0.010270683,0.008928571,0.009595132,0.002711728,0.010112278,0
0.013262411,0.013267186,0.012784091,0.013267186,0.013265646,0.006101243,0.005121639,0.00253521,0.014208333,0.007644691,0.00541557,0.000195122,0.008037821,0.010318519,0.002771662,0.010633361,0.010771825,0.009978807,0.002722612,0.010490806,0
0.014602837,0.014592488,0.013884943,0.014592488,0.014417902,0.011067724,0.020109965,0.004998361,0.024760221,0.007343913,0.00782249,0,0.005792613,0.01076411,0.002771958,0.011048793,0.006331699,0.010397138,0.002722903,0.010920601,0
0.016056738,0.016045358,0.014914773,0.016045358,0.015961056,0.008079011,0.003765911,0.004039123,0.023352254,0.00948826,0.012335464,0,0.005706264,0.011259466,0.002762794,0.011516554,0.005453588,0.010838991,0.0027139,0.011401547,0
0.016858156,0.016846208,0.015276989,0.015676825,0.016421288,0.028058645,0.048128342,0.014432486,0.05353815,0.006263201,0.016998872,-0.016097561,0.002860595,0.01175298,0.00138501,0.011985028,0.001785714,0.011255911,-0.000626071,0.011804687,0
0.015780142,0.016300496,0.014928977,0.014897236,0.015576876,0.012595708,0.025683513,0.006145683,0.03229279,0.008416087,0.014892817,-0.012,-0.003664956,0.012126753,-0.000898902,0.012370178,-0.001675008,0.011606953,-0.001355514,0.012116557,0
0.014184397,0.014174344,0.014183239,0.014153083,0.014184369,0.000976541,0.000979137,0.000433878,0.002822676,0.00948826,0.000225649,-0.000292683,-0.005795713,0.012367817,-0.003619465,0.012590924,-0.003672973,0.011878118,-0.001361611,0.012352957,0
0.013460993,0.013451453,0.013480114,0.013451453,0.013469814,0.000622001,0.000753182,0.000262434,0.001797883,0.00948826,0,0,-0.002922971,0.012544762,-0.001415211,0.012749883,-0.003645174,0.012083255,-0.001351305,0.012527079,0
0.012794326,0.012785259,0.0128125,0.012785259,0.012802671,0.000282233,0.000602546,0.000113181,0.000815789,0.00948826,0,0,-0.002838481,0.012669414,-0.001374303,0.012858532,-0.003641604,0.012233306,-0.001349982,0.01264933,0
0.012156028,0.013423104,0.012173295,0.013423104,0.013111205,0.005802683,0.010318596,0.00238308,0.014099898,0.00797678,0.013538924,0.017560976,-0.002859304,0.012750068,0.001384385,0.012990573,-0.003668319,0.012336939,0.001359886,0.012793958,0
0.013475177,0.013819986,0.012784091,0.012763997,0.013063526,0.00474742,0.010544551,0.001942609,0.012907677,0.008924658,0.011282437,-0.009658537,0.006219514,0.012889674,0.000820463,0.013131194,0.00368934,0.012462494,-0.001338441,0.012893847,0
0.013411348,0.013401843,0.012151989,0.012126152,0.012239399,0.003784874,0.007230549,0.001451038,0.009057398,0.007855331,0.013538924,-0.017560976,-0.000271483,0.013015061,-0.000839592,0.013240759,-0.003635621,0.012547645,-0.001362151,0.01295538,0
0.011602837,0.012402551,0.011619318,0.011771793,0.011873444,0.001650051,0.003916547,0.000613679,0.004189629,0.008334488,0.008574652,0.002439024,-0.007728639,0.013047693,-0.002069086,0.013296382,-0.003223089,0.012601647,-0.000796556,0.012995959,0
0.011879433,0.012012757,0.011207386,0.011204819,0.011352956,0.002970053,0.004519093,0.001056186,0.007517399,0.008308869,0.008800301,-0.009170732,0.001366267,0.013090147,-0.000872119,0.013330789,-0.002606788,0.012633329,-0.001312855,0.013008539,0
0.010921986,0.011764706,0.010866477,0.011764706,0.011450166,0.002081953,0.00549823,0.000746706,0.004191877,0.006609522,0.009778112,0.011707317,-0.00461927,0.013088713,-0.000572993,0.013352248,-0.002236636,0.012648129,0.001362045,0.013044019,0
0.012234043,0.012352941,0.01225142,0.012352941,0.012349254,0.001785531,0.002334865,0.000690677,0.004880129,0.008972099,0.001353892,0.001756098,0.006885022,0.013141435,0.001387461,0.013396247,0.009371396,0.012719251,0.001362908,0.013101194,0
0.012978723,0.012969525,0.012535511,0.012969525,0.012951728,0.004495899,0.007305867,0.001823944,0.011981205,0.008748176,0.004889056,0,0.003488627,0.013220302,0.001385073,0.013461651,0.00170503,0.012797002,0.001360562,0.013179018,0
0.013617021,0.013614458,0.013636364,0.013614458,0.013630557,0.001555002,0.002033592,0.000663914,0.004494708,0.00948826,7.52E-05,9.76E-05,0.00281868,0.013318682,0.00137988,0.013547472,0.006457257,0.012912376,0.00135546,0.013276583,0
0.014304965,0.014294826,0.013955966,0.014266478,0.014276972,0.005626774,0.008435641,0.002516302,0.015560678,0.009078367,0.003911245,-0.000390244,0.002895509,0.013436601,0.001386739,0.013653106,0.001723346,0.013032532,0.00130544,0.013392299,0
0.014822695,0.014975195,0.013586648,0.01355776,0.014341645,0.002870727,0.005046321,0.001289609,0.007191532,0.008223475,0.015043249,-0.017268293,0.002074299,0.013566119,0.001320737,0.013776753,-0.001945816,0.013131968,-0.001354106,0.013475442,0
0.012900709,0.014032601,0.012911932,0.013579022,0.013374165,0.005982869,0.007381186,0.00250636,0.013790887,0.007566887,0.012185032,0.009463415,-0.007431515,0.013620475,-0.001746639,0.013860297,-0.003651487,0.013201727,4.27E-05,0.013554439,0
0.013156028,0.014252303,0.013174716,0.014138909,0.014185659,0.004310076,0.006552685,0.001915145,0.009515296,0.007247133,0.011733734,0.013658537,0.00113429,0.013680441,0.000434458,0.013946501,0.001496473,0.013276515,0.001123901,0.013647961,0
0.014751773,0.014741318,0.013565341,0.013536499,0.013895115,0.004602999,0.00421782,0.002003412,0.011485664,0.008191215,0.012786762,-0.016585366,0.006951731,0.013790038,0.000952112,0.014044001,0.002180117,0.013360176,-0.001161375,0.01371637,0
0.013829787,0.013819986,0.01303267,0.013090007,0.013151057,0.001751709,0.001732319,0.000721589,0.004782369,0.008961662,0.008649868,-0.01004878,-0.003582072,0.013863937,-0.001734327,0.014106743,-0.002887281,0.013422029,-0.000899091,0.01376672,0
0.013085106,0.013253012,0.012464489,0.012558469,0.012721876,0.001083642,0.002259547,0.000431821,0.002935606,0.008892397,0.008649868,-0.007121951,-0.003086093,0.013910532,-0.00113843,0.014148515,-0.003205642,0.013462674,-0.001106855,0.013797773,0
0.012943262,0.01318214,0.012961648,0.01318214,0.013161537,0.000879937,0.000979137,0.000362765,0.002543443,0.00948826,0.002632569,0.003414634,-0.000621281,0.013950392,-0.000148392,0.014185993,0.002932797,0.01351654,0.001353678,0.013846265,0
0.013439716,0.013749114,0.012556818,0.012558469,0.01293491,0.003017675,0.00338932,0.001222653,0.008298354,0.009027131,0.012937194,-0.012,0.002198313,0.014003089,0.001193515,0.014238382,-0.002296535,0.013555561,-0.001289633,0.013873776,0
0.012269504,0.012969525,0.012286932,0.012969525,0.012750667,2.92E-05,0.000150636,1.16E-05,8.43E-05,0.00948826,0.007521625,0.009756098,-0.004990328,0.014019112,-0.00157341,0.014265698,-0.001580383,0.013584774,0.000892197,0.013911877,0
0.01287234,0.013614458,0.012890625,0.013465627,0.01359106,0.001195796,0.002259547,0.00050907,0.003455307,0.009485414,0.007972922,0.008292683,0.002815964,0.014051522,0.00137988,0.014309898,0.003612717,0.013629855,0.001042661,0.013962222,0
0.013829787,0.014032601,0.013139205,0.013947555,0.01378105,0.00047136,0.000903819,0.000203471,0.001306274,0.009097344,0.009778112,0.001756098,0.004262962,0.014109028,0.000852267,0.014363557,0.001417923,0.013679781,0.000975555,0.014023564,0
0.012411348,0.013678242,0.012428977,0.013678242,0.013618565,0.001207653,0.001807637,0.000515158,0.003434519,0.009335499,0.013538924,0.017560976,0,0.014829516,0,0.016197622,0,0.014923866,0,0.016279418,1
0.014184397,0.015024805,0.014204545,0.015024805,0.014996158,0.001122517,0.001431046,0.000527279,0.003244617,0.00948826,0.00902595,0.011707317,0.008187594,0.015888767,0.002731789,0.016994915,0.010504202,0.015989856,0.002683445,0.017080737,1
0.016524823,0.016513111,0.016548295,0.016513111,0.016535613,0.000719966,0.001882955,0.000372906,0.00208105,0.00948826,0,0,0.009456671,0.017173992,0.002748744,0.017848157,0.012132353,0.017283258,0.0027001,0.017938288,1
0.018156028,0.018143161,0.018181818,0.018143161,0.018167926,0.003940957,0.005196957,0.002242716,0.011391275,0.00948826,0,0,0.005657522,0.01830386,0.002739194,0.01875735,0.007258268,0.018420314,0.002690719,0.018852072,1
